Type,Count,Size,Threshold,Architecture,Mode
Disassembled,34,1024,90,CS_ARCH_M68K,CS_MODE_M68K_040
Inflated,0,1024,90,CS_ARCH_M68K,CS_MODE_M68K_040
Both,0,1024,90,CS_ARCH_M68K,CS_MODE_M68K_040
Total,10000000,1024,90,CS_ARCH_M68K,CS_MODE_M68K_060
Disassembled,23,1024,90,CS_ARCH_M68K,CS_MODE_M68K_060
Inflated,0,1024,90,CS_ARCH_M68K,CS_MODE_M68K_060
Both,0,1024,90,CS_ARCH_M68K,CS_MODE_M68K_060
Total,10000000,1024,90,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Disassembled,0,1024,90,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Inflated,0,1024,90,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Both,0,1024,90,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Total,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6301
Disassembled,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6301
Inflated,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6301
Both,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6301
Total,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6309
Disassembled,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6309
Inflated,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6309
Both,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6309
Total,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6800
Disassembled,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6800
Inflated,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6800
Both,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6800
Total,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6801
Disassembled,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6801
Inflated,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6801
Both,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6801
Total,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6805
Disassembled,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6805
Inflated,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6805
Both,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6805
Total,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6808
Disassembled,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6808
Inflated,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6808
Both,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6808
Total,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6809
Disassembled,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6809
Inflated,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6809
Both,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6809
Total,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6811
Disassembled,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6811
Inflated,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6811
Both,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_6811
Total,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Disassembled,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Inflated,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Both,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Total,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Disassembled,10000000,1024,90,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Inflated,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Both,0,1024,90,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Total,10000000,1024,90,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Disassembled,0,1024,90,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Inflated,0,1024,90,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Both,0,1024,90,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Total,10000000,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Disassembled,10000000,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Inflated,0,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Both,0,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Total,10000000,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Disassembled,10000000,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Inflated,0,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Both,0,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Total,10000000,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Disassembled,10000000,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Inflated,0,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Both,0,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Total,10000000,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Disassembled,10000000,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Inflated,0,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Both,0,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Total,10000000,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Disassembled,10000000,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Inflated,0,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Both,0,1024,90,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Total,10000000,1024,90,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Disassembled,0,1024,90,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Inflated,0,1024,90,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Both,0,1024,90,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Total,10000000,1024,90,CS_ARCH_RISCV,CS_MODE_RISCVC
Disassembled,0,1024,90,CS_ARCH_RISCV,CS_MODE_RISCVC
Inflated,0,1024,90,CS_ARCH_RISCV,CS_MODE_RISCVC
Both,0,1024,90,CS_ARCH_RISCV,CS_MODE_RISCVC
Total,10000000,1024,90,CS_ARCH_SH,CS_MODE_SH2
Disassembled,23,1024,90,CS_ARCH_SH,CS_MODE_SH2
Inflated,0,1024,90,CS_ARCH_SH,CS_MODE_SH2
Both,0,1024,90,CS_ARCH_SH,CS_MODE_SH2
Total,10000000,1024,90,CS_ARCH_SH,CS_MODE_SH3
Disassembled,1680,1024,90,CS_ARCH_SH,CS_MODE_SH3
Inflated,0,1024,90,CS_ARCH_SH,CS_MODE_SH3
Both,0,1024,90,CS_ARCH_SH,CS_MODE_SH3
Total,10000000,1024,90,CS_ARCH_SH,CS_MODE_SH4
Disassembled,3265,1024,90,CS_ARCH_SH,CS_MODE_SH4
Inflated,0,1024,90,CS_ARCH_SH,CS_MODE_SH4
Both,0,1024,90,CS_ARCH_SH,CS_MODE_SH4
Total,10000000,1024,90,CS_ARCH_SH,CS_MODE_SH4A
Disassembled,4049,1024,90,CS_ARCH_SH,CS_MODE_SH4A
Inflated,0,1024,90,CS_ARCH_SH,CS_MODE_SH4A
Both,0,1024,90,CS_ARCH_SH,CS_MODE_SH4A
Total,10000000,1024,90,CS_ARCH_SH,CS_MODE_SHFPU
Disassembled,57100,1024,90,CS_ARCH_SH,CS_MODE_SHFPU
Inflated,0,1024,90,CS_ARCH_SH,CS_MODE_SHFPU
Both,0,1024,90,CS_ARCH_SH,CS_MODE_SHFPU
Total,10000000,1024,90,CS_ARCH_SH,CS_MODE_SHDSP
Disassembled,123699,1024,90,CS_ARCH_SH,CS_MODE_SHDSP
Inflated,0,1024,90,CS_ARCH_SH,CS_MODE_SHDSP
Both,0,1024,90,CS_ARCH_SH,CS_MODE_SHDSP
Total,10000000,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Disassembled,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Inflated,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Both,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Total,10000000,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Disassembled,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Inflated,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Both,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Total,10000000,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Disassembled,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Inflated,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Both,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Total,10000000,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Disassembled,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Inflated,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Both,0,1024,90,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Total,10000000,1024,85,CS_ARCH_ARM,CS_MODE_ARM
Disassembled,8149886,1024,85,CS_ARCH_ARM,CS_MODE_ARM
Inflated,0,1024,85,CS_ARCH_ARM,CS_MODE_ARM
Both,0,1024,85,CS_ARCH_ARM,CS_MODE_ARM
Total,10000000,1024,85,CS_ARCH_ARM,CS_MODE_THUMB
Disassembled,10000000,1024,85,CS_ARCH_ARM,CS_MODE_THUMB
Inflated,50194,1024,85,CS_ARCH_ARM,CS_MODE_THUMB
Both,22567,1024,85,CS_ARCH_ARM,CS_MODE_THUMB
Total,10000000,1024,85,CS_ARCH_ARM,CS_MODE_MCLASS
Disassembled,8150501,1024,85,CS_ARCH_ARM,CS_MODE_MCLASS
Inflated,0,1024,85,CS_ARCH_ARM,CS_MODE_MCLASS
Both,0,1024,85,CS_ARCH_ARM,CS_MODE_MCLASS
Total,10000000,1024,85,CS_ARCH_ARM,CS_MODE_V8
Disassembled,12,1024,85,CS_ARCH_ARM,CS_MODE_V8
Inflated,0,1024,85,CS_ARCH_ARM,CS_MODE_V8
Both,0,1024,85,CS_ARCH_ARM,CS_MODE_V8
Total,10000000,1024,85,CS_ARCH_MIPS,CS_MODE_32
Disassembled,0,1024,85,CS_ARCH_MIPS,CS_MODE_32
Inflated,0,1024,85,CS_ARCH_MIPS,CS_MODE_32
Both,0,1024,85,CS_ARCH_MIPS,CS_MODE_32
Total,10000000,1024,85,CS_ARCH_MIPS,CS_MODE_64
Disassembled,158572,1024,85,CS_ARCH_MIPS,CS_MODE_64
Inflated,0,1024,85,CS_ARCH_MIPS,CS_MODE_64
Both,0,1024,85,CS_ARCH_MIPS,CS_MODE_64
Total,10000000,1024,85,CS_ARCH_X86,CS_MODE_32
Disassembled,10000000,1024,85,CS_ARCH_X86,CS_MODE_32
Inflated,0,1024,85,CS_ARCH_X86,CS_MODE_32
Both,0,1024,85,CS_ARCH_X86,CS_MODE_32
Total,10000000,1024,85,CS_ARCH_X86,CS_MODE_64
Disassembled,10000000,1024,85,CS_ARCH_X86,CS_MODE_64
Inflated,0,1024,85,CS_ARCH_X86,CS_MODE_64
Both,0,1024,85,CS_ARCH_X86,CS_MODE_64
Total,10000000,1024,85,CS_ARCH_PPC,CS_MODE_32
Disassembled,7242,1024,85,CS_ARCH_PPC,CS_MODE_32
Inflated,0,1024,85,CS_ARCH_PPC,CS_MODE_32
Both,0,1024,85,CS_ARCH_PPC,CS_MODE_32
Total,10000000,1024,85,CS_ARCH_PPC,CS_MODE_64
Disassembled,7308,1024,85,CS_ARCH_PPC,CS_MODE_64
Inflated,0,1024,85,CS_ARCH_PPC,CS_MODE_64
Both,0,1024,85,CS_ARCH_PPC,CS_MODE_64
Total,10000000,1024,85,CS_ARCH_PPC,CS_MODE_QPX
Disassembled,11306,1024,85,CS_ARCH_PPC,CS_MODE_QPX
Inflated,0,1024,85,CS_ARCH_PPC,CS_MODE_QPX
Both,0,1024,85,CS_ARCH_PPC,CS_MODE_QPX
Total,10000000,1024,85,CS_ARCH_PPC,CS_MODE_PS
Disassembled,322992,1024,85,CS_ARCH_PPC,CS_MODE_PS
Inflated,0,1024,85,CS_ARCH_PPC,CS_MODE_PS
Both,0,1024,85,CS_ARCH_PPC,CS_MODE_PS
Total,10000000,1024,85,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Disassembled,3132,1024,85,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Inflated,0,1024,85,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Both,0,1024,85,CS_ARCH_SYSZ,CS_MODE_LITTLE_ENDIAN
Total,10000000,1024,85,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Disassembled,9999896,1024,85,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Inflated,0,1024,85,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Both,0,1024,85,CS_ARCH_XCORE,CS_MODE_LITTLE_ENDIAN
Total,10000000,1024,85,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Disassembled,556,1024,85,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Inflated,0,1024,85,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Both,0,1024,85,CS_ARCH_M68K,CS_MODE_LITTLE_ENDIAN
Total,10000000,1024,85,CS_ARCH_M68K,CS_MODE_M68K_000
Disassembled,546,1024,85,CS_ARCH_M68K,CS_MODE_M68K_000
Inflated,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_000
Both,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_000
Total,10000000,1024,85,CS_ARCH_M68K,CS_MODE_M68K_010
Disassembled,607,1024,85,CS_ARCH_M68K,CS_MODE_M68K_010
Inflated,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_010
Both,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_010
Total,10000000,1024,85,CS_ARCH_M68K,CS_MODE_M68K_020
Disassembled,397981,1024,85,CS_ARCH_M68K,CS_MODE_M68K_020
Inflated,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_020
Both,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_020
Total,10000000,1024,85,CS_ARCH_M68K,CS_MODE_M68K_030
Disassembled,389668,1024,85,CS_ARCH_M68K,CS_MODE_M68K_030
Inflated,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_030
Both,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_030
Total,10000000,1024,85,CS_ARCH_M68K,CS_MODE_M68K_040
Disassembled,532834,1024,85,CS_ARCH_M68K,CS_MODE_M68K_040
Inflated,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_040
Both,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_040
Total,10000000,1024,85,CS_ARCH_M68K,CS_MODE_M68K_060
Disassembled,533194,1024,85,CS_ARCH_M68K,CS_MODE_M68K_060
Inflated,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_060
Both,0,1024,85,CS_ARCH_M68K,CS_MODE_M68K_060
Total,10000000,1024,85,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Disassembled,124,1024,85,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Inflated,0,1024,85,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Both,0,1024,85,CS_ARCH_TMS320C64X,CS_MODE_LITTLE_ENDIAN
Total,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6301
Disassembled,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6301
Inflated,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6301
Both,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6301
Total,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6309
Disassembled,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6309
Inflated,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6309
Both,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6309
Total,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6800
Disassembled,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6800
Inflated,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6800
Both,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6800
Total,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6801
Disassembled,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6801
Inflated,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6801
Both,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6801
Total,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6805
Disassembled,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6805
Inflated,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6805
Both,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6805
Total,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6808
Disassembled,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6808
Inflated,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6808
Both,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6808
Total,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6809
Disassembled,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6809
Inflated,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6809
Both,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6809
Total,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6811
Disassembled,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6811
Inflated,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6811
Both,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_6811
Total,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Disassembled,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Inflated,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Both,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_CPU12
Total,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Disassembled,10000000,1024,85,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Inflated,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Both,0,1024,85,CS_ARCH_M680X,CS_MODE_M680X_HCS08
Total,10000000,1024,85,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Disassembled,4390,1024,85,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Inflated,0,1024,85,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Both,0,1024,85,CS_ARCH_EVM,CS_MODE_LITTLE_ENDIAN
Total,10000000,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Disassembled,10000000,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Inflated,0,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Both,0,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65C02
Total,10000000,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Disassembled,10000000,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Inflated,0,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Both,0,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_W65C02
Total,10000000,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Disassembled,10000000,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Inflated,0,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Both,0,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_M
Total,10000000,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Disassembled,10000000,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Inflated,0,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Both,0,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_X
Total,10000000,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Disassembled,10000000,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Inflated,0,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Both,0,1024,85,CS_ARCH_MOS65XX,CS_MODE_MOS65XX_65816_LONG_MX
Total,10000000,1024,85,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Disassembled,0,1024,85,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Inflated,0,1024,85,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Both,0,1024,85,CS_ARCH_WASM,CS_MODE_LITTLE_ENDIAN
Total,10000000,1024,85,CS_ARCH_RISCV,CS_MODE_RISCVC
Disassembled,2779,1024,85,CS_ARCH_RISCV,CS_MODE_RISCVC
Inflated,0,1024,85,CS_ARCH_RISCV,CS_MODE_RISCVC
Both,0,1024,85,CS_ARCH_RISCV,CS_MODE_RISCVC
Total,10000000,1024,85,CS_ARCH_SH,CS_MODE_SH2
Disassembled,777839,1024,85,CS_ARCH_SH,CS_MODE_SH2
Inflated,0,1024,85,CS_ARCH_SH,CS_MODE_SH2
Both,0,1024,85,CS_ARCH_SH,CS_MODE_SH2
Total,10000000,1024,85,CS_ARCH_SH,CS_MODE_SH3
Disassembled,3667978,1024,85,CS_ARCH_SH,CS_MODE_SH3
Inflated,0,1024,85,CS_ARCH_SH,CS_MODE_SH3
Both,0,1024,85,CS_ARCH_SH,CS_MODE_SH3
Total,10000000,1024,85,CS_ARCH_SH,CS_MODE_SH4
Disassembled,4380186,1024,85,CS_ARCH_SH,CS_MODE_SH4
Inflated,0,1024,85,CS_ARCH_SH,CS_MODE_SH4
Both,0,1024,85,CS_ARCH_SH,CS_MODE_SH4
Total,10000000,1024,85,CS_ARCH_SH,CS_MODE_SH4A
Disassembled,4625467,1024,85,CS_ARCH_SH,CS_MODE_SH4A
Inflated,0,1024,85,CS_ARCH_SH,CS_MODE_SH4A
Both,0,1024,85,CS_ARCH_SH,CS_MODE_SH4A
Total,10000000,1024,85,CS_ARCH_SH,CS_MODE_SHFPU
Disassembled,7795685,1024,85,CS_ARCH_SH,CS_MODE_SHFPU
Inflated,0,1024,85,CS_ARCH_SH,CS_MODE_SHFPU
Both,0,1024,85,CS_ARCH_SH,CS_MODE_SHFPU
Total,10000000,1024,85,CS_ARCH_SH,CS_MODE_SHDSP
Disassembled,8564919,1024,85,CS_ARCH_SH,CS_MODE_SHDSP
Inflated,0,1024,85,CS_ARCH_SH,CS_MODE_SHDSP
Both,0,1024,85,CS_ARCH_SH,CS_MODE_SHDSP
Total,10000000,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Disassembled,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Inflated,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Both,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_120
Total,10000000,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Disassembled,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Inflated,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Both,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_160
Total,10000000,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Disassembled,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Inflated,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Both,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_161
Total,10000000,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Disassembled,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Inflated,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Both,0,1024,85,CS_ARCH_TRICORE,CS_MODE_TRICORE_162
Total,10000000,1024,80,CS_ARCH_ARM,CS_MODE_ARM
Disassembled,9990669,1024,80,CS_ARCH_ARM,CS_MODE_ARM
Inflated,0,1024,80,CS_ARCH_ARM,CS_MODE_ARM
Both,0,1024,80,CS_ARCH_ARM,CS_MODE_ARM
Total,10000000,1024,80,CS_ARCH_ARM,CS_MODE_THUMB
Disassembled,10000000,1024,80,CS_ARCH_ARM,CS_MODE_THUMB
Inflated,49966,1024,80,CS_ARCH_ARM,CS_MODE_THUMB
Both,25760,1024,80,CS_ARCH_ARM,CS_MODE_THUMB
Total,10000000,1024,80,CS_ARCH_ARM,CS_MODE_MCLASS
Disassembled,9990826,1024,80,CS_ARCH_ARM,CS_MODE_MCLASS
Inflated,0,1024,80,CS_ARCH_ARM,CS_MODE_MCLASS
Both,0,1024,80,CS_ARCH_ARM,CS_MODE_MCLASS
Total,10000000,1024,80,CS_ARCH_ARM,CS_MODE_V8
Disassembled,31755,1024,80,CS_ARCH_ARM,CS_MODE_V8
Inflated,0,1024,80,CS_ARCH_ARM,CS_MODE_V8
Both,0,1024,80,CS_ARCH_ARM,CS_MODE_V8
Total,10000000,1024,80,CS_ARCH_MIPS,CS_MODE_32
Disassembled,0,1024,80,CS_ARCH_MIPS,CS_MODE_32
Inflated,0,1024,80,CS_ARCH_MIPS,CS_MODE_32
Both,0,1024,80,CS_ARCH_MIPS,CS_MODE_32
Total,10000000,1024,80,CS_ARCH_MIPS,CS_MODE_64
Disassembled,4797859,1024,80,CS_ARCH_MIPS,CS_MODE_64
Inflated,0,1024,80,CS_ARCH_MIPS,CS_MODE_64
Both,0,1024,80,CS_ARCH_MIPS,CS_MODE_64
Total,10000000,1024,80,CS_ARCH_X86,CS_MODE_32
Disassembled,10000000,1024,80,CS_ARCH_X86,CS_MODE_32
Inflated,0,1024,80,CS_ARCH_X86,CS_MODE_32
Both,0,1024,80,CS_ARCH_X86,CS_MODE_32
Total,10000000,1024,80,CS_ARCH_X86,CS_MODE_64
Disassembled,10000000,1024,80,CS_ARCH_X86,CS_MODE_64
Inflated,0,1024,80,CS_ARCH_X86,CS_MODE_64
Both,0,1024,80,CS_ARCH_X86,CS_MODE_64
Total,10000000,1024,80,CS_ARCH_PPC,CS_MODE_32
Disassembled,1299262,1024,80,CS_ARCH_PPC,CS_MODE_32
Inflated,0,1024,80,CS_ARCH_PPC,CS_MODE_32
Both,0,1024,80,CS_ARCH_PPC,CS_MODE_32
